# Number of profiles
1
# ProfileID, Characterization Frequency,Frequency Scale,EPI Scale,Characterization Name,Characterization Description
100,1e6,1e-9,Tiwari in Cyclone V,Tiwari Method for Altera Cyclone V
# Stall consumption
0
1,lb,2.19
2,lbu,1.34
3,lh,2.13
4,lhu,1.39
5,lw,1.79
6,lwl,1.79
7,lwr,1.79
8,sb,2.34
9,sh,2.4
10,sw,2.5
11,swl,2.5
12,swr,2.5
13,addi,1.57
14,addiu,1.57
15,slti,1.49
16,sltiu,1.49
17,andi,1.75
18,ori,1.83
19,xori,1.77
20,lui,1.89
21,add,1.14
22,addu,1.13
23,sub,1.11
24,subu,1.12
25,slt,0.88
26,sltu,0.89
27,instr_and,1.16
28,instr_or,1.36
29,instr_xor,1.18
30,instr_nor,1.17
31,nop,0.82
32,sll,1.33
33,srl,1.35
34,sra,1.32
35,sllv,1.11
36,srlv,1.12
37,srav,1.26
38,mult,1.03
39,multu,1.04
40,div,2.15
41,divu,2.2
42,mfhi,1.56
43,mthi,0.99
44,mflo,1.53
45,mtlo,0.99
46,j,2.41
47,jal,1.34
48,jr,1.58
49,jalr,1.95
50,beq,2.03
51,bne,2.03
52,blez,2.03
53,bgtz,2.03
54,bltz,2.03
55,bgez,2.03
56,bltzal,2.03
57,bgezal,2.03
58,sys_call,0
59,instr_break,0
