# Number of profiles 
1
# ProfileID, Characterization Frequency,Frequency Scale,EPI Scale,Characterization Name,Characterization Description
25,1e6,1e-9,"Tiwari in Cyclone V","Tiwari Method for Altera Cyclone V"
# Stall consumption 
1.64 
1,lb,3.12 
2,lbu,2.3 
3,lh,3.13 
4,lhu,2.38 
5,lw,2.75 
6,lwl,2.75 
7,lwr,2.75 
8,sb,3.27 
9,sh,3.31 
10,sw,3.43 
11,swl,3.43 
12,swr,3.43 
13,addi,2.65 
14,addiu,2.65 
15,slti,2.62 
16,sltiu,2.64 
17,andi,2.78 
18,ori,2.83 
19,xori,2.76 
20,lui,2.94 
21,add,2.12 
22,addu,2.12 
23,sub,2.08 
24,subu,2.1 
25,slt,1.8 
26,sltu,1.82 
27,instr_and,2.15 
28,instr_or,2.36 
29,instr_xor,2.17 
30,instr_nor,2.16 
31,nop,1.76 
32,sll,2.42 
33,srl,2.48 
34,sra,2.45 
35,sllv,2.13 
36,srlv,2.15 
37,srav,2.29 
38,mult,1.87 
39,multu,1.88 
40,div,3.12 
41,divu,3.2 
42,mfhi,2.56 
43,mthi,1.89 
44,mflo,2.54 
45,mtlo,1.85 
46,j,3.42 
47,jal,2.29 
48,jr,2.49 
49,jalr,2.94 
50,beq,3.03 
51,bne,3.03 
52,blez,3.03 
53,bgtz,3.03 
54,bltz,3.03 
55,bgez,3.03 
56,bltzal,3.03 
57,bgezal,3.03 
58,sys_call,0 
59,instr_break,0 
